date,product,category,region,sales_channel,quantity,unit_price,revenue,cost,profit
2024-06-20,Office Chair,Furniture,East,Online,21,365.6,7677.6,4222.68,3454.92
2024-06-20,Whiteboard,Stationery,East,B2B,13,69.33,901.29,360.52,540.77
2024-06-20,Headset Pro,Accessories,North,Retail,16,187.23,2995.68,1437.93,1557.75
2024-06-21,Webcam HD,Accessories,West,B2B,17,116.09,1973.53,828.88,1144.65
2024-06-21,Notebook Pack,Stationery,Central,Online,26,17.49,454.74,136.42,318.32
2024-06-21,Desk Lamp,Furniture,Central,Wholesale,19,41.09,780.71,273.25,507.46
2024-06-21,Laptop Pro,Electronics,West,Online,3,1132.1,3396.3,2207.6,1188.7
2024-06-21,Webcam HD,Accessories,Central,B2B,21,48.46,1017.66,427.42,590.24
2024-06-21,Water Purifier,Appliances,North,B2B,14,251.3,3518.2,1935.01,1583.19
2024-06-21,Monitor 27inch,Electronics,North,Online,8,405.34,3242.72,1945.63,1297.09
2024-06-21,USB-C Hub,Electronics,North,Retail,11,70.07,770.77,346.85,423.92
2024-06-21,Notebook Pack,Stationery,North,Retail,14,8.65,121.1,36.33,84.77
2024-06-22,Desk Lamp,Furniture,East,Retail,26,48.7,1266.2,443.17,823.03
2024-06-22,Mechanical Keyboard,Electronics,South,Online,3,117.17,351.51,175.75,175.76
2024-06-22,Headset Pro,Accessories,South,Retail,17,161.37,2743.29,1316.78,1426.51
2024-06-22,Laptop Pro,Electronics,Central,Retail,5,1488.0,7440.0,4836.0,2604.0
2024-06-22,Wireless Mouse,Electronics,East,Retail,17,19.13,325.21,130.08,195.13
2024-06-23,Wireless Mouse,Electronics,Central,B2B,20,30.73,614.6,245.84,368.76
2024-06-23,Wireless Mouse,Electronics,Central,Wholesale,3,23.74,71.22,28.49,42.73
2024-06-23,Wireless Mouse,Electronics,East,,26,22.63,588.38,235.35,353.03
2024-06-23,Notebook Pack,Stationery,South,Wholesale,11,7.58,83.38,25.01,58.37
2024-06-23,USB-C Hub,Electronics,South,Wholesale,4,25.37,101.48,45.67,55.81
2024-06-23,Water Purifier,Appliances,Central,Wholesale,13,245.31,3189.03,1753.97,1435.06
2024-06-23,Office Chair,Furniture,West,B2B,1,201.87,201.87,111.03,90.84
2024-06-24,Headset Pro,Accessories,East,Online,13,113.46,1474.98,707.99,766.99
2024-06-24,Webcam HD,Accessories,Central,B2B,12,46.97,563.64,236.73,326.91
2024-06-24,Laptop Pro,Electronics,West,Retail,16,1126.91,18030.56,11719.86,6310.7
2024-06-24,Standing Desk,Furniture,North,Wholesale,26,429.9,11177.4,6482.89,4694.51
2024-06-24,USB-C Hub,Electronics,Central,B2B,25,61.9,1547.5,696.38,851.12
2024-06-24,Office Chair,Furniture,North,Retail,20,170.26,3405.2,1872.86,1532.34
2024-06-25,Coffee Machine,Appliances,South,Retail,11,167.87,1846.57,960.22,886.35
2024-06-25,Office Chair,Furniture,West,Wholesale,12,246.59,2959.08,1627.49,1331.59
2024-06-25,Water Purifier,Appliances,Central,Retail,14,260.62,3648.68,2006.77,1641.91
2024-06-25,Whiteboard,Stationery,Central,Wholesale,12,55.45,665.4,266.16,399.24
2024-06-25,Water Purifier,Appliances,East,Wholesale,27,235.46,6357.42,3496.58,2860.84
2024-06-25,Wireless Mouse,Electronics,South,Retail,24,32.89,789.36,315.74,473.62
2024-06-26,USB-C Hub,Electronics,East,B2B,5,25.87,129.35,58.21,71.14
2024-06-26,Office Chair,Furniture,North,Wholesale,9,382.96,3446.64,1895.65,1550.99
2024-06-26,USB-C Hub,Electronics,Central,Wholesale,3,49.18,147.54,66.39,81.15
2024-06-26,Coffee Machine,Appliances,West,B2B,5,343.6,1718.0,893.36,824.64
2024-06-26,Printer Paper,Stationery,West,B2B,11,20.67,227.37,56.84,170.53
2024-06-26,Printer Paper,Stationery,East,Retail,10,9.68,96.8,24.2,72.6
2024-06-26,Water Purifier,Appliances,North,Wholesale,24,372.62,8942.88,4918.58,4024.3
2024-06-26,Desk Lamp,Furniture,South,Wholesale,26,53.32,1386.32,485.21,901.11
2024-06-27,Whiteboard,Stationery,East,Online,9,64.69,582.21,232.88,349.33
2024-06-27,Notebook Pack,Stationery,West,Wholesale,8,19.97,159.76,47.93,111.83
2024-06-27,Standing Desk,Furniture,North,B2B,16,542.41,8678.56,5033.56,3645.0
2024-06-27,Notebook Pack,Stationery,East,Online,1,8.7,8.7,2.61,6.09
2024-06-27,Printer Paper,Stationery,East,B2B,25,11.0,275.0,68.75,206.25
2024-06-27,Standing Desk,Furniture,East,Wholesale,20,399.0,7980.0,4628.4,3351.6
2024-06-27,Mechanical Keyboard,Electronics,South,Wholesale,17,91.82,1560.94,780.47,780.47
2024-06-28,Whiteboard,Stationery,North,Retail,18,69.79,1256.22,502.49,753.73
2024-06-28,Whiteboard,Stationery,North,Online,11,33.1,364.1,145.64,218.46
2024-06-28,Coffee Machine,Appliances,West,Online,25,249.33,6233.25,3241.29,2991.96
2024-06-28,Printer Paper,Stationery,South,Retail,4,24.13,96.52,24.13,72.39
2024-06-28,Printer Paper,Stationery,Central,Online,27,9.7,261.9,65.47,196.43
2024-06-28,Webcam HD,Accessories,West,Online,19,46.62,885.78,372.03,513.75
2024-06-28,Notebook Pack,Stationery,Central,Wholesale,11,16.6,182.6,54.78,127.82
2024-06-28,Coffee Machine,Appliances,South,B2B,6,108.47,650.82,338.43,312.39
2024-06-28,Laptop Pro,Electronics,Central,Wholesale,6,1377.16,8262.96,5370.92,2892.04
2024-06-28,Coffee Machine,Appliances,South,Wholesale,5,110.31,551.55,286.81,264.74
2024-06-28,Office Chair,Furniture,North,Online,6,238.99,1433.94,788.67,645.27
2024-06-28,Headset Pro,Accessories,Central,Wholesale,20,196.09,3921.8,1882.46,2039.34
2024-06-28,USB-C Hub,Electronics,North,Wholesale,1,45.81,45.81,20.61,25.2
2024-06-29,Coffee Machine,Appliances,South,Wholesale,27,298.01,8046.27,4184.06,3862.21
2024-06-29,Wireless Mouse,Electronics,West,Wholesale,16,44.78,716.48,286.59,429.89
2024-06-29,Desk Lamp,Furniture,Central,Online,16,32.75,524.0,183.4,340.6
2024-06-29,Office Chair,Furniture,Central,Wholesale,25,312.06,7801.5,4290.83,3510.67
2024-06-29,Notebook Pack,Stationery,West,Wholesale,10,16.22,162.2,48.66,113.54
2024-06-29,Coffee Machine,Appliances,East,B2B,24,218.81,5251.44,2730.75,2520.69
2024-06-29,Wireless Mouse,Electronics,West,B2B,26,23.6,613.6,245.44,368.16
2024-06-30,Notebook Pack,Stationery,South,B2B,11,13.32,146.52,43.96,102.56
2024-06-30,Mechanical Keyboard,Electronics,Central,B2B,8,98.18,785.44,392.72,392.72
2024-06-30,Desk Lamp,Furniture,Central,Online,16,32.27,516.32,180.71,335.61
2024-06-30,Webcam HD,Accessories,Central,Retail,16,79.58,1273.28,534.78,738.5
2024-06-30,Coffee Machine,Appliances,West,B2B,16,252.56,4040.96,2101.3,1939.66
2024-06-30,Laptop Pro,Electronics,North,B2B,23,806.95,18559.85,12063.9,6495.95
2024-06-30,Monitor 27inch,Electronics,West,B2B,11,461.2,5073.2,3043.92,2029.28
2024-06-30,USB-C Hub,Electronics,North,Retail,6,29.75,178.5,80.33,98.17
2024-06-30,Notebook Pack,Stationery,South,,5,19.21,96.05,28.81,67.24
2024-07-01,Monitor 27inch,Electronics,East,B2B,13,425.22,5527.86,3316.72,2211.14
2024-07-01,Laptop Pro,Electronics,East,B2B,18,990.14,17822.52,11584.64,6237.88
2024-07-01,Standing Desk,Furniture,East,Online,19,372.98,7086.62,4110.24,2976.38
2024-07-01,Coffee Machine,Appliances,East,Wholesale,26,316.73,8234.98,4282.19,3952.79
2024-07-01,Webcam HD,Accessories,East,Retail,1,64.96,64.96,27.28,37.68
2024-07-01,Headset Pro,Accessories,North,Online,16,77.42,1238.72,594.59,644.13
2024-07-01,Webcam HD,Accessories,South,Wholesale,5,71.81,359.05,150.8,208.25
2024-07-01,Mechanical Keyboard,Electronics,West,Online,26,90.49,2352.74,1176.37,1176.37
2024-07-01,Standing Desk,Furniture,East,Retail,24,622.38,14937.12,8663.53,6273.59
2024-07-02,Notebook Pack,Stationery,East,B2B,27,15.96,430.92,129.28,301.64
2024-07-02,Notebook Pack,Stationery,West,B2B,8,16.28,130.24,39.07,91.17
2024-07-02,Wireless Mouse,Electronics,North,Online,27,28.69,774.63,309.85,464.78
2024-07-02,Headset Pro,Accessories,South,Wholesale,12,182.99,2195.88,1054.02,1141.86
2024-07-02,Standing Desk,Furniture,Central,Wholesale,17,384.44,6535.48,3790.58,2744.9
2024-07-02,Desk Lamp,Furniture,Central,Wholesale,13,30.92,401.96,140.69,261.27
2024-07-02,Laptop Pro,Electronics,North,B2B,26,1000.36,26009.36,16906.08,9103.28
2024-07-02,Laptop Pro,Electronics,Central,Online,26,1365.55,35504.3,23077.8,12426.5
2024-07-02,Water Purifier,Appliances,North,Retail,2,361.7,723.4,397.87,325.53
2024-07-02,USB-C Hub,Electronics,Central,B2B,16,60.34,965.44,434.45,530.99
2024-07-03,Headset Pro,Accessories,Central,Online,8,118.21,945.68,453.93,491.75
2024-07-03,Whiteboard,Stationery,North,Retail,21,40.42,848.82,339.53,509.29
2024-07-03,Whiteboard,Stationery,West,B2B,6,48.73,292.38,116.95,175.43
2024-07-03,Standing Desk,Furniture,West,Online,9,687.23,6185.07,3587.34,2597.73
2024-07-03,Laptop Pro,Electronics,Central,Wholesale,27,948.53,25610.31,16646.7,8963.61
2024-07-03,Wireless Mouse,Electronics,West,Retail,5,19.24,96.2,38.48,57.72
2024-07-04,Monitor 27inch,Electronics,South,Wholesale,5,491.16,2455.8,1473.48,982.32
2024-07-04,Laptop Pro,Electronics,South,B2B,9,1455.98,13103.82,8517.48,4586.34
2024-07-04,Notebook Pack,Stationery,North,Wholesale,17,11.93,202.81,60.84,141.97
2024-07-04,Notebook Pack,Stationery,East,Retail,18,17.18,309.24,92.77,216.47
2024-07-04,Notebook Pack,Stationery,West,Online,16,12.94,207.04,62.11,144.93
2024-07-04,Webcam HD,Accessories,South,Wholesale,25,68.73,1718.25,721.66,996.59
2024-07-04,Printer Paper,Stationery,East,Wholesale,4,12.56,50.24,12.56,37.68
2024-07-04,Printer Paper,Stationery,South,B2B,14,8.97,125.58,31.39,94.19
2024-07-05,Water Purifier,Appliances,Central,Wholesale,4,303.6,1214.4,667.92,546.48
2024-07-05,Whiteboard,Stationery,Central,Wholesale,20,53.63,1072.6,429.04,643.56
2024-07-05,Headset Pro,Accessories,East,Retail,18,174.1,3133.8,1504.22,1629.58
2024-07-05,Office Chair,Furniture,South,Online,23,286.21,6582.83,3620.56,2962.27
2024-07-06,Notebook Pack,Stationery,South,Wholesale,6,18.93,113.58,34.07,79.51
2024-07-06,USB-C Hub,Electronics,North,B2B,14,28.85,403.9,181.75,222.15
2024-07-06,Water Purifier,Appliances,North,Online,19,371.65,7061.35,3883.74,3177.61
2024-07-06,Whiteboard,Stationery,North,Wholesale,10,68.31,683.1,273.24,409.86
2024-07-06,Standing Desk,Furniture,South,Online,21,632.96,13292.16,7709.45,5582.71
2024-07-06,Water Purifier,Appliances,West,Online,23,368.69,8479.87,4663.93,3815.94
2024-07-06,Wireless Mouse,Electronics,Central,Retail,23,34.71,798.33,319.33,479.0
2024-07-06,Mechanical Keyboard,Electronics,West,Online,16,118.03,1888.48,944.24,944.24
2024-07-06,Notebook Pack,Stationery,South,Wholesale,25,9.61,240.25,72.08,168.17
2024-07-06,Printer Paper,Stationery,North,Wholesale,14,9.58,134.12,33.53,100.59
2024-07-06,Standing Desk,Furniture,West,Retail,8,549.88,4399.04,2551.44,1847.6
2024-07-06,Notebook Pack,Stationery,East,B2B,9,9.41,84.69,25.41,59.28
2024-07-06,Office Chair,Furniture,West,Wholesale,2,159.52,319.04,175.47,143.57
2024-07-06,Monitor 27inch,Electronics,South,Retail,14,486.92,6816.88,4090.13,2726.75
2024-07-07,Laptop Pro,Electronics,North,,20,1053.7,21074.0,13698.1,7375.9
2024-07-07,Whiteboard,Stationery,South,Retail,10,72.87,728.7,291.48,437.22
2024-07-07,Office Chair,Furniture,Central,B2B,27,385.6,10411.2,5726.16,4685.04
2024-07-07,Laptop Pro,Electronics,Central,Wholesale,19,898.54,17072.26,11096.97,5975.29
2024-07-07,USB-C Hub,Electronics,West,B2B,21,74.26,1559.46,701.76,857.7
2024-07-07,Office Chair,Furniture,East,Retail,11,369.36,4062.96,2234.63,1828.33
2024-07-07,Coffee Machine,Appliances,West,Wholesale,14,122.97,1721.58,895.22,826.36
2024-07-08,Desk Lamp,Furniture,West,B2B,13,48.56,631.28,220.95,410.33
2024-07-08,Webcam HD,Accessories,West,Wholesale,8,86.92,695.36,292.05,403.31
2024-07-08,Headset Pro,Accessories,Central,Wholesale,4,112.88,451.52,216.73,234.79
2024-07-09,Monitor 27inch,Electronics,East,Online,11,339.8,3737.8,2242.68,1495.12
2024-07-09,Webcam HD,Accessories,West,B2B,16,45.43,726.88,305.29,421.59
2024-07-09,Whiteboard,Stationery,West,Retail,14,53.05,742.7,297.08,445.62
2024-07-09,Mechanical Keyboard,Electronics,North,Retail,21,93.24,1958.04,979.02,979.02
2024-07-09,Standing Desk,Furniture,South,Retail,12,679.46,8153.52,4729.04,3424.48
2024-07-09,Wireless Mouse,Electronics,Central,,16,16.71,267.36,106.94,160.42
2024-07-10,USB-C Hub,Electronics,Central,Wholesale,3,33.27,99.81,44.91,54.9
2024-07-10,Printer Paper,Stationery,North,B2B,14,12.29,172.06,43.02,129.04
2024-07-10,Desk Lamp,Furniture,Central,B2B,9,48.91,440.19,154.07,286.12
2024-07-10,Mechanical Keyboard,Electronics,South,Online,19,119.28,2266.32,1133.16,1133.16
2024-07-10,Webcam HD,Accessories,East,Online,19,101.68,1931.92,811.41,1120.51
2024-07-10,Wireless Mouse,Electronics,West,Retail,5,21.97,109.85,43.94,65.91
2024-07-10,Headset Pro,Accessories,West,Retail,23,149.97,3449.31,1655.67,1793.64
2024-07-10,Printer Paper,Stationery,Central,Retail,14,18.12,253.68,63.42,190.26
2024-07-10,Whiteboard,Stationery,Central,Retail,23,51.64,1187.72,475.09,712.63
2024-07-11,Webcam HD,Accessories,South,Online,17,84.06,1429.02,600.19,828.83
2024-07-11,Desk Lamp,Furniture,East,Retail,19,44.45,844.55,295.59,548.96
2024-07-11,Standing Desk,Furniture,Central,Online,19,359.27,6826.13,3959.16,2866.97
2024-07-11,Monitor 27inch,Electronics,West,Online,19,320.46,6088.74,3653.24,2435.5
2024-07-11,Wireless Mouse,Electronics,East,B2B,17,19.63,333.71,133.48,200.23
2024-07-11,Laptop Pro,Electronics,Central,Wholesale,14,838.48,11738.72,7630.17,4108.55
2024-07-11,Mechanical Keyboard,Electronics,North,Wholesale,26,85.62,2226.12,1113.06,1113.06
2024-07-11,Notebook Pack,Stationery,East,Retail,17,12.04,204.68,61.4,143.28
2024-07-12,Coffee Machine,Appliances,North,B2B,10,169.69,1696.9,882.39,814.51
2024-07-12,Office Chair,Furniture,South,Wholesale,6,240.36,1442.16,793.19,648.97
2024-07-12,Office Chair,Furniture,East,Wholesale,21,154.59,3246.39,1785.51,1460.88
2024-07-12,Headset Pro,Accessories,East,Online,4,127.49,509.96,244.78,265.18
2024-07-13,Webcam HD,Accessories,South,Wholesale,6,99.86,599.16,251.65,347.51
2024-07-13,USB-C Hub,Electronics,East,Online,26,25.06,651.56,293.2,358.36
2024-07-14,Webcam HD,Accessories,Central,Online,6,109.22,655.32,275.23,380.09
2024-07-14,Mechanical Keyboard,Electronics,Central,Wholesale,24,91.35,2192.4,1096.2,1096.2
2024-07-14,Water Purifier,Appliances,North,Online,20,252.77,5055.4,2780.47,2274.93
2024-07-14,Coffee Machine,Appliances,South,Wholesale,19,144.28,2741.32,1425.49,1315.83
2024-07-14,Desk Lamp,Furniture,East,B2B,25,48.56,1214.0,424.9,789.1
2024-07-14,Standing Desk,Furniture,West,B2B,16,416.3,6660.8,3863.26,2797.54
2024-07-14,Standing Desk,Furniture,West,Online,13,643.2,8361.6,4849.73,3511.87
2024-07-15,Mechanical Keyboard,Electronics,East,Online,10,140.61,1406.1,703.05,703.05
2024-07-15,Whiteboard,Stationery,East,B2B,24,51.42,1234.08,493.63,740.45
2024-07-16,Wireless Mouse,Electronics,South,Online,6,24.98,149.88,59.95,89.93
2024-07-16,Wireless Mouse,Electronics,Central,B2B,4,29.88,119.52,47.81,71.71
2024-07-16,Webcam HD,Accessories,East,Online,21,70.19,1473.99,619.08,854.91
2024-07-16,Office Chair,Furniture,Central,Wholesale,8,153.87,1230.96,677.03,553.93
2024-07-16,Whiteboard,Stationery,West,Wholesale,17,71.76,1219.92,487.97,731.95
2024-07-16,Webcam HD,Accessories,Central,B2B,5,114.71,573.55,240.89,332.66
2024-07-17,Monitor 27inch,Electronics,East,Retail,16,377.64,6042.24,3625.34,2416.9
2024-07-17,Laptop Pro,Electronics,South,Wholesale,17,1023.8,17404.6,11312.99,6091.61
2024-07-17,Headset Pro,Accessories,East,Retail,2,152.07,304.14,145.99,158.15
2024-07-17,Printer Paper,Stationery,South,Retail,3,21.55,64.65,16.16,48.49
2024-07-17,Notebook Pack,Stationery,Central,Retail,6,6.53,39.18,11.75,27.43
2024-07-17,Desk Lamp,Furniture,South,Retail,26,20.29,527.54,184.64,342.9
2024-07-18,Webcam HD,Accessories,South,Wholesale,26,97.31,2530.06,1062.63,1467.43
2024-07-18,Monitor 27inch,Electronics,North,B2B,11,380.89,4189.79,2513.87,1675.92
2024-07-18,Mechanical Keyboard,Electronics,South,Wholesale,18,145.55,2619.9,1309.95,1309.95
2024-07-18,Headset Pro,Accessories,West,,11,87.81,965.91,463.64,502.27
2024-07-18,Water Purifier,Appliances,South,Wholesale,3,156.36,469.08,257.99,211.09
2024-07-18,Coffee Machine,Appliances,East,B2B,12,346.58,4158.96,2162.66,1996.3
2024-07-19,Notebook Pack,Stationery,West,B2B,19,6.32,120.08,36.02,84.06
2024-07-19,Webcam HD,Accessories,East,Online,23,58.17,1337.91,561.92,775.99
2024-07-19,Printer Paper,Stationery,North,Online,6,21.81,130.86,32.72,98.14
2024-07-19,Monitor 27inch,Electronics,North,Wholesale,23,397.95,9152.85,5491.71,3661.14
2024-07-19,Wireless Mouse,Electronics,East,Wholesale,26,36.77,956.02,382.41,573.61
2024-07-19,Monitor 27inch,Electronics,Central,Wholesale,16,298.41,4774.56,2864.74,1909.82
2024-07-19,Webcam HD,Accessories,West,B2B,10,93.54,935.4,392.87,542.53
2024-07-19,Mechanical Keyboard,Electronics,West,Wholesale,12,61.05,732.6,366.3,366.3
2024-07-19,Wireless Mouse,Electronics,West,Online,2,18.2,36.4,14.56,21.84
2024-07-19,Webcam HD,Accessories,West,Wholesale,19,90.02,1710.38,718.36,992.02
2024-07-19,Coffee Machine,Appliances,Central,B2B,1,202.8,202.8,105.46,97.34
2024-07-19,Wireless Mouse,Electronics,North,Retail,6,35.87,215.22,86.09,129.13
2024-07-19,Whiteboard,Stationery,North,Retail,17,46.27,786.59,314.64,471.95
2024-07-20,Webcam HD,Accessories,Central,Online,27,115.94,3130.38,1314.76,1815.62
2024-07-20,Office Chair,Furniture,North,B2B,27,188.75,5096.25,2802.94,2293.31
2024-07-20,Desk Lamp,Furniture,North,B2B,11,58.47,643.17,225.11,418.06
2024-07-20,Printer Paper,Stationery,South,B2B,11,20.32,223.52,55.88,167.64
2024-07-20,Printer Paper,Stationery,West,Retail,20,21.03,420.6,105.15,315.45
2024-07-20,Standing Desk,Furniture,East,Retail,2,612.25,1224.5,710.21,514.29
2024-07-20,Coffee Machine,Appliances,Central,Online,26,266.73,6934.98,3606.19,3328.79
2024-07-20,Printer Paper,Stationery,West,B2B,11,10.19,112.09,28.02,84.07
2024-07-21,Coffee Machine,Appliances,Central,Wholesale,5,222.02,1110.1,577.25,532.85
2024-07-21,Standing Desk,Furniture,South,B2B,5,585.88,2929.4,1699.05,1230.35
2024-07-21,Monitor 27inch,Electronics,West,Wholesale,17,315.77,5368.09,3220.85,2147.24
2024-07-21,Printer Paper,Stationery,South,Online,5,9.68,48.4,12.1,36.3
2024-07-21,Notebook Pack,Stationery,South,Wholesale,5,8.79,43.95,13.19,30.76
2024-07-22,Standing Desk,Furniture,South,Online,9,497.21,4474.89,2595.44,1879.45
2024-07-22,Whiteboard,Stationery,South,Retail,5,69.09,345.45,138.18,207.27
2024-07-22,Monitor 27inch,Electronics,North,Retail,13,379.42,4932.46,2959.48,1972.98
2024-07-22,Mechanical Keyboard,Electronics,North,B2B,25,127.28,3182.0,1591.0,1591.0
2024-07-22,Webcam HD,Accessories,West,B2B,27,80.52,2174.04,913.1,1260.94
2024-07-22,Notebook Pack,Stationery,Central,Wholesale,18,13.42,241.56,72.47,169.09
2024-07-22,USB-C Hub,Electronics,South,Wholesale,3,35.19,105.57,47.51,58.06
2024-07-22,Office Chair,Furniture,Central,B2B,24,331.89,7965.36,4380.95,3584.41
2024-07-22,Webcam HD,Accessories,Central,Retail,21,59.42,1247.82,524.08,723.74
2024-07-22,Laptop Pro,Electronics,West,B2B,3,949.75,2849.25,1852.01,997.24
2024-07-23,Mechanical Keyboard,Electronics,East,Retail,17,65.37,1111.29,555.64,555.65
2024-07-23,Webcam HD,Accessories,East,Online,12,86.37,1036.44,435.3,601.14
2024-07-23,USB-C Hub,Electronics,West,B2B,17,30.97,526.49,236.92,289.57
2024-07-23,Mechanical Keyboard,Electronics,Central,Online,4,113.12,452.48,226.24,226.24
2024-07-23,USB-C Hub,Electronics,North,Online,6,69.44,416.64,187.49,229.15
2024-07-23,Printer Paper,Stationery,South,Retail,24,8.35,200.4,50.1,150.3
2024-07-24,Whiteboard,Stationery,North,Retail,8,36.26,290.08,116.03,174.05
2024-07-24,Coffee Machine,Appliances,Central,Wholesale,19,164.69,3129.11,1627.14,1501.97
2024-07-24,Mechanical Keyboard,Electronics,North,Wholesale,17,140.21,2383.57,1191.79,1191.78
2024-07-24,Whiteboard,Stationery,Central,Retail,21,74.31,1560.51,624.2,936.31
2024-07-24,Printer Paper,Stationery,Central,Wholesale,27,23.9,645.3,161.32,483.98
2024-07-24,Desk Lamp,Furniture,South,Online,4,43.14,172.56,60.4,112.16
2024-07-25,Headset Pro,Accessories,North,Wholesale,18,136.09,2449.62,1175.82,1273.8
2024-07-25,Printer Paper,Stationery,East,Wholesale,5,18.55,92.75,23.19,69.56
2024-07-25,Whiteboard,Stationery,East,Wholesale,1,68.22,68.22,27.29,40.93
2024-07-25,Mechanical Keyboard,Electronics,West,Retail,5,144.87,724.35,362.18,362.17
2024-07-25,Office Chair,Furniture,West,B2B,20,312.69,6253.8,3439.59,2814.21
2024-07-25,Mechanical Keyboard,Electronics,North,B2B,4,101.54,406.16,203.08,203.08
2024-07-25,Coffee Machine,Appliances,South,B2B,24,115.6,2774.4,1442.69,1331.71
2024-07-25,Monitor 27inch,Electronics,South,Online,16,478.95,7663.2,4597.92,3065.28
2024-07-26,USB-C Hub,Electronics,Central,Retail,24,59.64,1431.36,644.11,787.25
2024-07-26,Wireless Mouse,Electronics,Central,Online,9,19.78,178.02,71.21,106.81
2024-07-26,Office Chair,Furniture,North,Retail,4,299.37,1197.48,658.61,538.87
2024-07-26,Mechanical Keyboard,Electronics,West,Online,2,85.87,171.74,85.87,85.87
2024-07-26,Mechanical Keyboard,Electronics,East,Online,11,68.7,755.7,377.85,377.85
2024-07-27,Notebook Pack,Stationery,South,Wholesale,8,6.2,49.6,14.88,34.72
2024-07-27,Desk Lamp,Furniture,North,Retail,5,35.71,178.55,62.49,116.06
2024-07-28,Laptop Pro,Electronics,South,Wholesale,1,910.48,910.48,591.81,318.67
2024-07-28,Wireless Mouse,Electronics,West,Wholesale,21,40.77,856.17,342.47,513.7
2024-07-28,Mechanical Keyboard,Electronics,West,Retail,9,83.11,747.99,374.0,373.99
2024-07-28,Desk Lamp,Furniture,North,Retail,16,22.54,360.64,126.22,234.42
2024-07-28,Coffee Machine,Appliances,West,Online,17,159.16,2705.72,1406.97,1298.75
2024-07-28,Desk Lamp,Furniture,Central,B2B,10,26.67,266.7,93.34,173.36
2024-07-28,Notebook Pack,Stationery,Central,B2B,14,9.47,132.58,39.77,92.81
2024-07-28,Laptop Pro,Electronics,North,Wholesale,26,1106.96,28780.96,18707.62,10073.34
2024-07-28,Office Chair,Furniture,East,B2B,8,226.61,1812.88,997.08,815.8
2024-07-28,USB-C Hub,Electronics,East,Retail,1,25.91,25.91,11.66,14.25
2024-07-28,Water Purifier,Appliances,Central,Wholesale,2,379.61,759.22,417.57,341.65
2024-07-29,Printer Paper,Stationery,East,B2B,16,23.71,379.36,94.84,284.52
2024-07-29,Whiteboard,Stationery,South,Online,25,64.77,1619.25,647.7,971.55
2024-07-29,USB-C Hub,Electronics,Central,B2B,23,64.73,1488.79,669.96,818.83
2024-07-29,Desk Lamp,Furniture,West,B2B,17,41.42,704.14,246.45,457.69
2024-07-29,Standing Desk,Furniture,East,Wholesale,14,609.32,8530.48,4947.68,3582.8
2024-07-29,USB-C Hub,Electronics,Central,B2B,8,26.84,214.72,96.62,118.1
2024-07-29,Whiteboard,Stationery,North,Retail,18,71.8,1292.4,516.96,775.44
2024-07-29,Printer Paper,Stationery,East,Online,14,21.77,304.78,76.19,228.59
2024-07-30,Coffee Machine,Appliances,Central,B2B,6,181.3,1087.8,565.66,522.14
2024-07-30,Mechanical Keyboard,Electronics,Central,B2B,5,140.76,703.8,351.9,351.9
2024-07-30,Headset Pro,Accessories,East,Online,2,197.28,394.56,189.39,205.17
2024-07-30,Mechanical Keyboard,Electronics,Central,Online,18,68.05,1224.9,612.45,612.45
2024-07-31,Office Chair,Furniture,East,B2B,2,215.6,431.2,237.16,194.04
2024-07-31,Headset Pro,Accessories,East,B2B,20,144.39,2887.8,1386.14,1501.66
2024-07-31,Webcam HD,Accessories,West,Wholesale,25,87.25,2181.25,916.12,1265.13
2024-07-31,Desk Lamp,Furniture,West,B2B,10,38.35,383.5,134.22,249.28
2024-07-31,Standing Desk,Furniture,South,,17,651.83,11081.11,6427.04,4654.07
2024-07-31,Office Chair,Furniture,North,Retail,23,348.99,8026.77,4414.72,3612.05
2024-07-31,Laptop Pro,Electronics,Central,Online,24,1206.03,28944.72,18814.07,10130.65
2024-07-31,Whiteboard,Stationery,South,Retail,23,58.29,1340.67,536.27,804.4
2024-07-31,Water Purifier,Appliances,North,B2B,24,394.21,9461.04,5203.57,4257.47
2024-08-01,Laptop Pro,Electronics,North,B2B,8,862.79,6902.32,4486.51,2415.81
2024-08-01,Wireless Mouse,Electronics,North,Online,18,25.86,465.48,186.19,279.29
2024-08-01,Standing Desk,Furniture,Central,Retail,15,381.95,5729.25,3322.96,2406.29
2024-08-01,Water Purifier,Appliances,North,Online,13,226.15,2939.95,1616.97,1322.98
2024-08-01,Mechanical Keyboard,Electronics,West,Wholesale,4,140.95,563.8,281.9,281.9
2024-08-01,Whiteboard,Stationery,East,Retail,21,41.85,878.85,351.54,527.31
2024-08-01,Office Chair,Furniture,Central,Wholesale,20,183.08,3661.6,2013.88,1647.72
2024-08-02,Mechanical Keyboard,Electronics,West,B2B,7,75.68,529.76,264.88,264.88
2024-08-02,Desk Lamp,Furniture,East,Online,14,26.09,365.26,127.84,237.42
2024-08-02,Wireless Mouse,Electronics,North,B2B,2,35.41,70.82,28.33,42.49
2024-08-02,Laptop Pro,Electronics,Central,B2B,13,884.31,11496.03,7472.42,4023.61
2024-08-02,Desk Lamp,Furniture,North,Wholesale,19,51.41,976.79,341.88,634.91
2024-08-03,Whiteboard,Stationery,Central,Wholesale,4,58.9,235.6,94.24,141.36
2024-08-03,Laptop Pro,Electronics,North,Retail,22,1128.99,24837.78,16144.56,8693.22
